parcel_id,owner_id,zipcode,rental,census_tracts
12650280,59161,53511,Y,17.2
12650285,5152,53511,N,17.2
12650290,27001,53511,N,17.2
12650295,41387,53511,N,17.2
12650300,51935,53511,N,17.2
12650305,4980,53511,N,17.2
12650310,57167,53511,N,17.2
12650315,55068,53511,N,17.2
12650335,3126,53511,N,17.2
12650340,54347,53511,N,17.2
12650345,1778,53511,Y,17.2
12650350,11726,53511,N,17.2
12650355,13646,53511,N,17.2
12650360,3154,53511,Y,17.2
12650365,12400,53511,N,17.2
12650375,3252,53511,N,17.2
12650380,5800,53511,N,17.2
12650385,43290,53511,N,17.2
12650390,4885,53511,Y,17.2
12650395,53995,53511,Y,17.2
12650400,54095,53511,Y,17.2
12650405,56596,53511,N,17.2
12650410,60236,53511,N,17.2
12650415,7276,53511,N,17.2
12650420,9034,53511,Y,17.2
12650425,46747,53511,N,17.2
12650430,2682,53511,Y,17.2
12650435,57539,53511,N,17.2
12650440,22511,53511,N,17.2
12650445,50723,53511,Y,17.2
12650450,4866,53511,N,17.2
12650460,10174,53511,Y,17.2
12650465,42156,53511,Y,17.2
12650470,28634,53511,N,17.2
12650475,48363,53511,N,17.2
12650480,15424,53511,N,17.2
12650485,4062,53511,N,17.2
12650490,50411,53511,N,17.2
12650495,5523,53511,N,17.2
12650500,26774,53511,Y,17.2
12650505,42440,53511,Y,17.2
12650510,24935,53511,N,17.2
12650515,53507,53511,N,17.2
12650520,45832,53511,Y,17.2
12650525,43616,53511,N,17.2
12650530,46176,53511,N,17.2
12650535,13777,53511,N,17.2
12650540,57612,53511,N,17.2
12650545,59755,53511,N,17.2
12650550,53050,53511,N,17.2
12650555,5130,53511,N,17.2
12650560,25129,53511,N,17.2
12650565,4278,53511,N,17.2
12650570,58864,53511,Y,17.2
12650575,12951,53511,N,17.2
12650580,50850,53511,N,17.2
12650585,52150,53511,N,17.2
12650590,6674,53511,N,17.2
12650595,51484,53511,Y,17.2
12650600,60025,53511,N,17.2
12650605,25759,53511,N,17.2
12650610,57964,53511,N,17.2
12650615,59068,53511,N,17.2
12650620,60818,53511,N,17.2
12650625,2969,53511,N,17.2
12650630,8006,53511,N,17.2
12650635,24641,53511,N,17.2
12650640,10334,53511,N,17.2
12650645,49508,53511,N,17.2
12650650,9620,53511,Y,17.2
12650655,6869,53511,N,17.2
12650660,49755,53511,Y,17.2
12650665,2682,53511,Y,17.2
12650670,24935,53511,Y,17.2
12650675,55241,53511,Y,17.2
12650680,9068,53511,N,17.2
12650685,14171,53511,N,17.2
12650690,58915,53511,N,17.2
12650695,60787,53511,N,17.2
12650700,51942,53511,N,17.2
12650705,2593,53511,Y,17.2
12650710,59596,53511,N,17.2
12650715,5782,53511,N,17.2
12650720,54368,53511,N,17.2
12650725,52796,53511,N,17.2
12650730,42638,53511,N,17.2
12650735,54020,53511,Y,17.2
12650740,27974,53511,N,17.2
12650745,46487,53511,N,17.2
12650750,56136,53511,Y,17.2
12650755,59570,53511,Y,17.2
12650760,48820,53511,N,17.2
12650765,11001,53511,Y,17.2
12650770,6123,53511,N,17.2
12650775,24235,53511,N,17.2
12650780,23998,53511,Y,17.2
12650790,22450,53511,N,17.2
12650795,51638,53511,Y,17.2
12650805,50412,53511,N,17.2
12650810,1951,53511,Y,17.2
12650815,40410,53511,N,17.2
12650820,26407,53511,N,17.2
12650825,5499,53511,N,17.2
12650830,56654,53511,N,17.2
12650840,3345,53511,Y,17.2
12650845,46476,53511,Y,17.2
12650850,43350,53511,N,17.2
12650855,9333,53511,N,17.2
12650860,52437,53511,N,17.2
12650865,12128,53511,N,17.2
12650870,3439,53511,N,17.2
12650875,6843,53511,Y,17.2
12650880,51731,53511,Y,17.2
12650885,7380,53511,N,17.2
12650895,50672,53511,Y,17.2
12650900,4539,53511,N,17.2
12650905,58110,53511,N,17.2
12650910,5299,53511,Y,17.2
12650915,27188,53511,N,17.2
12650920,51145,53511,Y,17.2
12650925,4411,53511,Y,17.2
12650930,8653,53511,N,17.2
12650935,58774,53511,N,17.2
12650940,2136,53511,N,17.2
12650945,4064,53511,N,17.2
12650950,3154,53511,Y,17.2
12650955,29132,53511,Y,17.2
12650960,48501,53511,N,17.2
12650965,15553,53511,Y,17.2
12650970,15277,53511,N,17.2
12650975,54174,53511,Y,17.2
12650980,7662,53511,N,17.2
12650985,58909,53511,N,17.2
12650990,3154,53511,Y,17.2
12650995,45365,53511,Y,17.2
12651000,24870,53511,N,17.2
12651005,5689,53511,N,17.2
12651010,13516,53511,N,17.2
12651015,1787,53511,N,17.2
12651020,27813,53511,N,17.2
12651025,1375,53511,Y,17.2
12651030,59289,53511,N,17.2
12651035,56449,53511,N,17.2
12651040,56310,53511,Y,17.2
12651045,58768,53511,N,17.2
12651050,28505,53511,N,17.2
12651055,23463,53511,N,17.2
12651060,2208,53511,Y,17.2
12651065,3252,53511,Y,17.2
12651070,45716,53511,Y,17.2
12651075,1375,53511,Y,17.2
12651080,45761,53511,N,17.2
12651085,51614,53511,N,17.2
12651090,22599,53511,N,17.2
12651095,7910,53511,N,17.2
12651100,1252,53511,Y,17.2
12651105,2760,53511,N,17.2
12651110,51770,53511,N,17.2
12651115,4058,53511,N,17.2
12651120,11241,53511,N,17.2
12651125,3876,53511,N,17.2
12651130,1286,53511,N,17.2
12651135,51133,53511,N,17.2
12651140,57945,53511,N,17.2
12651145,44563,53511,N,17.2
12651150,47590,53511,Y,17.2
12651155,50698,53511,Y,17.2
12651160,52161,53511,N,17.2
12651165,58415,53511,N,17.2
12651170,57165,53511,Y,17.2
12651175,8013,53511,N,17.2
12651180,6164,53511,N,17.2
12651185,58864,53511,Y,17.2
12651195,7487,53511,N,17.2
12651200,4565,53511,N,17.2
12651205,57934,53511,N,17.2
12651210,41765,53511,Y,17.2
12651215,40343,53511,N,17.2
12651220,57457,53511,N,17.2
12651225,45935,53511,Y,17.2
12651230,13007,53511,Y,17.2
12651235,6686,53511,N,17.2
12651240,14069,53511,N,17.2
12651245,28341,53511,N,17.2
12651250,60021,53511,N,17.2
12651255,1951,53511,N,17.2
12651260,10386,53511,Y,17.2
12651265,55259,53511,N,17.2
12651270,44616,53511,N,17.2
12651275,54636,53511,N,17.2
12651280,14296,53511,N,17.2
12651285,57970,53511,Y,17.2
12651290,1308,53511,Y,17.2
12651295,56456,53511,N,17.2
12651300,4013,53511,N,17.2
12651305,44163,53511,Y,17.2
12651310,51731,53511,Y,17.2
12651315,49347,53511,Y,17.2
12651320,29693,53511,N,17.2
12651325,57516,53511,N,17.2
12651330,8806,53511,Y,17.2
12651335,53075,53511,N,17.2
12651340,59161,53511,Y,17.2
12651345,49347,53511,Y,17.2
12651350,5414,53511,N,17.2
12651355,2682,53511,Y,17.2
12651360,50698,53511,Y,17.2
12651365,58764,53511,N,17.2
12651370,51274,53511,N,17.2
12651375,28790,53511,N,17.2
12651380,29389,53511,N,17.2
12651385,43199,53511,Y,17.2
12651390,41765,53511,Y,17.2
12651395,20235,53511,Y,17.2
12651400,49943,53511,N,17.2
12651405,25139,53511,N,17.2
12651410,4885,53511,Y,17.2
12651412,4061,53511,Y,17.2
12651415,15209,53511,N,17.2
12651420,8443,53511,N,17.2
12651425,57087,53511,Y,17.2
12651430,29561,53511,N,17.2
12651435,23164,53511,N,17.2
12651440,14124,53511,N,17.2
12651445,58302,53511,N,17.2
12651450,50850,53511,Y,17.2
12651455,6856,53511,N,17.2
12651460,49872,53511,N,17.2
12651465,51870,53511,N,17.2
12651470,60267,53511,N,17.2
12651475,48858,53511,N,17.2
12651480,3257,53511,N,17.2
12651485,49347,53511,Y,17.2
12651490,60268,53511,N,17.2
12651495,53169,53511,Y,17.2
12651500,8806,53511,Y,17.2
12651505,26591,53511,Y,17.2
12651510,12828,53511,N,17.2
12651515,59696,53511,Y,17.2
12651520,57545,53511,Y,17.2
12651530,12943,53511,N,17.2
12651535,8869,53511,N,17.2
12651540,56219,53511,Y,17.2
12651545,2197,53511,N,17.2
12651550,2879,53511,N,17.2
12651555,48092,53511,N,17.2
12651560,43580,53511,Y,17.2
12651565,10999,53511,N,17.2
12651570,57096,53511,Y,17.2
12651575,53578,53511,N,17.2
12651580,25919,53511,N,17.2
12651585,60066,53511,Y,17.2
12651590,60145,53511,N,17.2
12651595,14108,53511,N,17.2
12651600,50850,53511,N,17.2
12651605,2328,53511,N,17.2
12651610,58095,53511,Y,17.2
12651615,60370,53511,Y,17.2
12651620,47963,53511,Y,17.2
12651625,25061,53511,Y,17.2
12651630,28225,53511,N,17.2
12651635,1276,53511,N,17.2
12651640,6442,53511,N,17.2
12651645,24097,53511,N,17.2
12651650,9574,53511,Y,17.2
12651655,56865,53511,Y,17.2
12651660,3075,53511,Y,17.2
12651665,4962,53511,N,17.2
12651670,58448,53511,Y,17.2
12651675,7068,53511,Y,17.2
12651680,3154,53511,Y,17.2
12651685,58102,53511,N,17.2
12651690,52636,53511,N,17.2
12651695,12365,53511,N,17.2
12651700,47910,53511,N,17.2
12651705,58495,53511,Y,17.2
12651710,49980,53511,Y,17.2
12651715,3039,53511,N,17.2
12651720,5478,53511,N,17.2
12651725,27865,53511,N,17.2
12651730,11758,53511,N,17.2
12651735,46355,53511,N,17.2
12651740,8866,53511,Y,17.2
12651745,46971,53511,N,17.2
12651750,59166,53511,Y,17.2
12651755,52654,53511,Y,17.2
12651760,48395,53511,Y,17.2
12651765,14372,53511,N,17.2
12651770,60012,53511,N,17.2
12651775,4847,53511,N,17.2
12651780,49992,53511,N,17.2
12651785,2751,53511,Y,17.2
12651790,47396,53511,N,17.2
12651795,59290,53511,N,17.2
12651800,58184,53511,N,17.2
12651805,56923,53511,N,17.2
12651810,3154,53511,Y,17.2
12651815,26312,53511,Y,17.2
12651820,51814,53511,Y,17.2
12651825,46555,53511,Y,17.2
12651830,47890,53511,N,17.2
12651835,3123,53511,Y,17.2
12651840,58489,53511,N,17.2
12651845,12798,53511,N,17.2
12651850,5510,53511,N,17.2
12651855,46123,53511,Y,17.2
12651860,14738,53511,N,17.2
12651865,13046,53511,N,17.2
12651870,43995,53511,N,17.2
12651875,29346,53511,N,17.2
12651880,13484,53511,N,17.2
12651885,28061,53511,N,17.2
12651890,22741,53511,N,17.2
12660009,51686,53511,N,17.2
12660012,45509,53511,Y,17.2
12660013,15279,53511,N,17.2
12660014,55044,53511,N,17.2
12660015,60247,53511,N,17.2
12660020,11877,53511,N,17.2
12660025,2530,53511,N,17.2
12660030,59703,53511,N,17.2
12660035,10865,53511,Y,17.2
12660040,10865,53511,N,17.2
12660045,59403,53511,N,17.2
12660050,59282,53511,N,17.2
12660055,12533,53511,N,17.2
12660065,48176,53511,N,17.2
12660070,58544,53511,N,17.2
12660072,59827,53511,N,17.2
12660074,2739,53511,N,17.2
12660076,55833,53511,N,17.2
12660080,12393,53511,N,17.2
12660085,57830,53511,N,17.2
12660090,46488,53511,N,17.2
12660095,52304,53511,N,17.2
12660100,6657,53511,N,17.2
12660105,12136,53511,N,17.2
12660110,4520,53511,N,17.2
12660115,52572,53511,N,17.2
12660120,4364,53511,Y,17.2
12660125,59879,53511,N,17.2
12660130,6094,53511,N,17.2
12660135,53416,53511,N,17.2
12660140,24995,53511,N,17.2
12660145,49780,53511,Y,17.2
12660150,58306,53511,N,17.2
12660155,60038,53511,N,17.2
12660160,54185,53511,N,17.2
12660165,57200,53511,N,17.2
12660170,52457,53511,N,17.2
12660175,44305,53511,N,17.2
12660180,13855,53511,N,17.2
12660185,53259,53511,Y,17.2
12660190,46140,53511,Y,17.2
12660195,5094,53511,N,17.2
12660200,51271,53511,Y,17.2
12660205,44854,53511,N,17.2
12660210,5489,53511,N,17.2
12660215,55739,53511,N,17.2
12660220,10703,53511,N,17.2
12660225,58421,53511,N,17.2
12660230,3506,53511,N,17.2
12660235,4077,53511,N,17.2
12660240,25856,53511,N,17.2
12660245,11330,53511,N,17.2
12660250,49367,53511,N,17.2
12660255,11110,53511,N,17.2
12660260,56953,53511,Y,17.2
12660265,3154,53511,Y,17.2
12660270,58532,53511,N,17.2
12660275,11010,53511,N,17.2
12660280,43088,53511,Y,17.2
12660285,50527,53511,N,17.2
12660290,59000,53511,Y,17.2
12660295,3356,53511,N,17.2
12660300,55942,53511,N,17.2
12660305,56936,53511,N,17.2
12660310,28134,53511,Y,17.2
12660315,51030,53511,N,17.2
12660320,53897,53511,Y,17.2
12660325,52262,53511,N,17.2
12660330,5121,53511,N,17.2
12660335,52169,53511,Y,17.2
12660340,10389,53511,N,17.2
12660345,12989,53511,N,17.2
12660350,54693,53511,Y,17.2
12660355,6784,53511,N,17.2
12660360,56951,53511,N,17.2
12660365,52171,53511,N,17.2
12660370,11642,53511,N,17.2
12660375,6841,53511,N,17.2
12660380,56219,53511,Y,17.2
12660385,59022,53511,Y,17.2
12660390,45716,53511,Y,17.2
12660395,47407,53511,N,17.2
12660400,48862,53511,Y,17.2
12660405,53519,53511,N,17.2
12660410,43088,53511,Y,17.2
12660415,49347,53511,Y,17.2
12660420,49297,53511,N,17.2
12660425,12918,53511,N,17.2
12660430,16316,53511,N,17.2
12660435,5681,53511,Y,17.2
12660440,1252,53511,Y,17.2
12660445,46555,53511,N,17.2
12660450,15335,53511,N,17.2
12660455,54910,53511,Y,17.2
12660460,1782,53511,N,17.2
12660465,58469,53511,Y,17.2
12660470,14911,53511,N,17.2
12660475,4138,53511,N,17.2
12660480,56206,53511,Y,17.2
12660485,5401,53511,N,17.2
12660490,59019,53511,Y,17.2
12660495,14252,53511,N,17.2
12660500,3318,53511,Y,17.2
12660505,52742,53511,N,17.2
12660510,25141,53511,N,17.2
12660515,3810,53511,N,17.2
12660520,13100,53511,N,17.2
12660525,57527,53511,N,17.2
12660535,44741,53511,N,17.2
12660540,47338,53511,N,17.2
12660545,10895,53511,N,17.2
12660550,22342,53511,N,17.2
12660555,26489,53511,N,17.2
12660560,42488,53511,Y,17.2
12660565,9654,53511,Y,17.2
12660570,54187,53511,N,17.2
12660575,12810,53511,Y,17.2
12660580,1671,53511,N,17.2
12660585,59756,53511,Y,17.2
12660590,2086,53511,N,17.2
12660595,1676,53511,Y,17.2
12660600,53449,53511,N,17.2
12660605,26743,53511,N,17.2
12660610,59802,53511,N,17.2
12660615,7581,53511,N,17.2
12660620,1875,53511,N,17.2
12660625,20188,53511,N,17.2
12660630,50905,53511,N,17.2
12660635,42144,53511,N,17.2
12660640,2682,53511,Y,17.2
12660645,12947,53511,N,17.1
12660650,16120,53511,Y,17.1
12660651,23115,53511,Y,17.1
12660655,53611,53511,N,17.1
12660660,48089,53511,Y,17.1
12660675,59596,53511,Y,17.1
12660680,10109,53511,Y,17.1
12660685,1752,53511,N,17.1
12660690,12193,53511,N,17.1
12660695,12308,53511,N,17.1
12660700,57096,53511,Y,17.1
12670003,57961,53511,N,17.1
12670005,13704,53511,Y,17.1
12670006,52434,53511,N,17.1
12670007,14191,53511,N,17.1
12670008,16003,53511,N,17.1
12670009,57956,53511,N,17.1
12670010,49423,53511,N,17.1
12670011,25214,53511,N,17.1
12670012,52933,53511,N,17.1
12670013,59451,53511,N,17.1
12670014,60010,53511,N,17.1
12670015,47505,53511,Y,17.1
12670016,16018,53511,N,17.1
12670025,47505,53511,Y,17.1
12670045,13664,53511,N,17.1
12670061,56865,53511,Y,17.1
12670070,53088,53511,Y,17.1
12670075,52185,53511,Y,17.1
12670080,60062,53511,N,17.1
12670090,14030,53511,N,17.1
12670095,7797,53511,Y,17.1
12670105,10931,53511,Y,17.1
12670110,5702,53511,N,17.1
12670115,1627,53511,N,17.1
12670120,1602,53511,Y,17.1
12670125,12799,53511,N,17.1
12670135,1627,53511,N,17.1
12670140,27456,53511,N,17.1
12670145,43970,53511,Y,17.1
12670150,59897,53511,Y,17.1
12670155,12889,53511,N,17.1
12670160,3340,53511,N,17.1
12670165,12873,53511,N,17.1
12670170,43783,53511,Y,17.1
12670175,11331,53511,N,17.1
12670180,1636,53511,N,17.1
12670185,60885,53511,N,17.1
12670190,59137,53511,Y,17.1
12670195,56865,53511,Y,17.1
12670200,56865,53511,Y,17.1
12670210,43379,53511,N,17.1
12670215,55238,53511,N,17.1
12670220,56093,53511,Y,17.1
12670225,6017,53511,N,17.1
12670230,2513,53511,N,17.1
12670235,59274,53511,Y,17.1
12670240,45511,53511,N,17.1
12670245,45511,53511,Y,17.1
12670255,2513,53511,Y,17.1
12670260,1375,53511,Y,17.1
12670265,50231,53511,Y,17.1
12670270,11191,53511,N,17.1
12670275,54869,53511,Y,17.1
12670280,48629,53511,N,17.1
12670290,2978,53511,N,17.1
12670295,57627,53511,Y,17.1
12670300,12193,53511,N,17.1
12670305,52246,53511,N,17.1
12670315,56865,53511,N,17.1
12670320,56865,53511,Y,17.1
12670325,7842,53511,Y,17.1
12670335,12193,53511,N,17.1
12670350,12193,53511,N,17.1
12670352,12193,53511,N,17.1
12670355,47505,53511,N,17.1
12670360,54743,53511,N,17.1
12670365,15216,53511,N,17.1
12670375,47861,53511,N,17.1
12670380,6207,53511,Y,17.1
12670400,56865,53511,Y,17.1
12670410,56093,53511,Y,17.1
12670415,5522,53511,Y,17.1
12670420,56865,53511,N,17.1
12670425,56865,53511,Y,17.1
12670430,56865,53511,Y,17.1
12670435,57643,53511,N,17.1
12670440,23870,53511,N,17.1
12670445,56865,53511,Y,17.1
12670450,9598,53511,N,17.1
12670455,11643,53511,N,17.1
12670460,51982,53511,Y,17.1
12670465,9015,53511,N,17.1
12670470,9241,53511,N,17.1
12670475,1375,53511,Y,17.1
12670480,47452,53511,N,17.1
12670485,60585,53511,Y,17.1
12670490,1481,53511,Y,17.1
12670500,9087,53511,N,17.1
12670505,9241,53511,N,17.1
12670510,25198,53511,N,17.1
12670515,12233,53511,N,17.1
12670525,56230,53511,N,17.1
12670530,53806,53511,N,17.1
12670535,27224,53511,N,17.1
12670540,60750,53511,Y,17.1
12670541,50165,53511,Y,17.1
12670550,54785,53511,N,17.1
12670560,47505,53511,Y,17.1
12670590,3123,53511,N,17.1
12670595,3977,53511,N,17.1
12670598,57866,53511,N,17.1
12670600,52934,53511,N,17.1
12680005,5225,53511,N,17.1
12680011,8183,53511,N,17.1
12680015,57550,53511,Y,17.1
12680020,1448,53511,N,17.1
12680025,14164,53511,N,17.1
12680035,50162,53511,N,17.1
12680040,11792,53511,N,17.1
12680045,7567,53511,Y,17.1
12680050,59149,53511,Y,17.1
12680055,11290,53511,N,17.1
12680060,49234,53511,Y,17.1
12680070,57886,53511,N,17.1
12680075,50955,53511,N,17.1
12680080,50955,53511,Y,17.1
12680090,6196,53511,Y,17.1
12680100,6196,53511,N,17.1
12680101,49957,53511,Y,17.1
12680105,50304,53511,N,17.1
12680110,5225,53511,N,17.1
12680115,1252,53511,Y,17.1
12680125,44004,53511,N,17.1
12680130,6371,53511,N,17.1
12680135,6371,53511,N,17.1
12680160,1228,53511,N,17.1
12680165,9010,53511,Y,17.1
12680170,1687,53511,N,17.1
12680175,56174,53511,N,17.1
12680190,29135,53511,N,17.1
12680195,6741,53511,N,17.1
12680200,10109,53511,Y,17.1
12680205,10109,53511,Y,17.1
12680210,10109,53511,Y,17.1
12680215,60019,53511,N,17.1
12680220,60019,53511,N,17.1
12680225,54094,53511,Y,17.1
12680230,12730,53511,Y,17.1
12680245,57187,53511,N,17.1
12680250,7964,53511,N,17.1
12680255,52939,53511,Y,17.1
12680260,14936,53511,N,17.1
12680265,12396,53511,N,17.1
12680270,60353,53511,N,17.1
12680275,14231,53511,Y,17.1
12680285,10805,53511,Y,17.1
12680290,12434,53511,N,17.1
12680295,3336,53511,N,17.1
12680300,1676,53511,Y,17.1
12680305,8918,53511,N,17.1
12680310,49980,53511,Y,17.1
12680312,49980,53511,N,17.1
12680321,20543,53511,N,17.1
12680330,15450,53511,N,17.1
12680340,5101,53511,N,17.1
12680351,53897,53511,Y,17.1
12680355,59725,53511,Y,17.1
12680360,12959,53511,N,17.1
12680365,46476,53511,N,17.1
12680375,23775,53511,N,17.1
12680385,9947,53511,N,17.1
12680390,22731,53511,N,17.1
12680400,1252,53511,Y,17.1
12680410,1252,53511,Y,17.1
12680425,1375,53511,N,17.1
12680430,44297,53511,N,17.1
12680435,45641,53511,N,17.1
12680440,28689,53511,N,17.1
12680445,60779,53511,N,17.1
12680450,57828,53511,N,17.1
12680455,53678,53511,Y,17.1
12680460,22769,53511,N,17.1
12680470,7171,53511,N,17.1
12680475,9734,53511,Y,17.1
12680480,4047,53511,N,17.1
12680485,4892,53511,N,17.1
12680490,15165,53511,N,17.1
12680495,28447,53511,Y,17.1
12680500,1252,53511,Y,17.1
12710005,13035,53511,Y,21.2
12710010,52391,53511,N,21.2
12710015,4755,53511,N,21.2
12710020,2393,53511,N,21.2
12710025,58549,53511,N,21.2
12710030,3207,53511,N,21.2
12710035,11217,53511,N,21.2
12710040,52739,53511,Y,21.2
12710045,15266,53511,N,21.2
12710050,13099,53511,N,21.2
12710055,12237,53511,N,21.2
12710060,14520,53511,N,21.2
12710065,4916,53511,Y,21.2
12710070,12834,53511,N,21.2
12710075,55255,53511,N,21.2
12710080,11284,53511,N,21.2
12710085,11853,53511,N,21.2
12710090,12343,53511,N,21.2
12710095,49086,53511,N,21.2
12710100,24371,53511,N,21.2
12710105,60003,53511,N,21.2
12710110,28572,53511,N,21.2
12710115,49235,53511,N,21.2
12710120,1754,53511,Y,21.2
12710125,50437,53511,N,21.2
12710130,55323,53511,N,21.2
12710135,11832,53511,N,21.2
12710140,51058,53511,Y,21.2
12710145,4449,53511,Y,21.2
12710150,11723,53511,N,21.2
12710155,60405,53511,N,21.2
12710160,4584,53511,Y,21.2
12710165,27918,53511,N,21.2
12710170,6224,53511,N,21.2
12710175,6944,53511,Y,21.2
12710180,55461,53511,Y,21.2
12710185,53213,53511,N,21.2
12710190,45874,53511,N,21.2
12710195,58181,53511,N,21.2
12710200,49882,53511,Y,21.2
12710205,42753,53511,N,21.2
12710210,14365,53511,N,21.2
12710215,29354,53511,N,21.2
12710220,58643,53511,N,21.2
12710225,59279,53511,N,21.2
12710230,53089,53511,N,21.2
12710235,13912,53511,Y,21.2
12710240,53314,53511,N,21.2
12710245,60577,53511,N,21.2
12710250,8238,53511,N,21.2
12710255,51741,53511,N,21.2
12710260,6753,53511,N,21.2
12710265,27953,53511,N,21.2
12710270,60243,53511,Y,21.2
12710275,40239,53511,N,21.2
12710280,56579,53511,N,21.2
12710285,48550,53511,N,21.2
12710290,23446,53511,N,21.2
12710295,59019,53511,Y,21.2
12710300,2276,53511,N,21.2
12710305,58540,53511,N,21.2
12710310,5124,53511,N,21.2
12710315,54773,53511,Y,21.2
12710320,26456,53511,Y,21.2
12710325,8422,53511,Y,21.2
12710330,56916,53511,N,21.2
12710335,5165,53511,N,21.2
12710340,11267,53511,N,21.2
12710345,53813,53511,N,21.2
12710350,54622,53511,N,21.2
12710355,9712,53511,N,21.2
12710360,10611,53511,N,21.2
12710365,4945,53511,N,21.2
12710370,12363,53511,N,21.2
12710375,60390,53511,Y,21.2
12710380,54008,53511,N,21.2
12710385,4614,53511,N,21.2
12710390,9704,53511,N,21.2
12710395,8327,53511,N,21.2
12710400,7280,53511,N,21.2
12710405,6520,53511,N,21.2
12710410,3154,53511,Y,21.2
12710415,24991,53511,N,21.2
12710420,23161,53511,Y,21.2
12710425,12177,53511,N,21.2
12710430,14096,53511,N,21.2
12710435,51348,53511,N,21.2
12710440,57838,53511,Y,21.2
12710445,56207,53511,N,21.2
12710450,45571,53511,N,21.2
12710455,57045,53511,N,21.2
12710460,28590,53511,N,21.2
12710465,53779,53511,N,21.2
12710470,54971,53511,N,21.2
12710475,59112,53511,N,21.2
12710480,58604,53511,N,21.2
12710485,60406,53511,N,21.2
12710490,5754,53511,N,21.2
12710495,59872,53511,N,21.2
12710500,8894,53511,N,21.2
12710505,13893,53511,N,21.2
12710510,11571,53511,N,21.2
12710515,13230,53511,N,21.2
12710520,56735,53511,N,21.2
12710525,52045,53511,N,21.2
12710530,60065,53511,Y,21.2
12710535,48665,53511,Y,21.2
12710540,10284,53511,N,21.2
12710545,3256,53511,N,21.2
12710550,58885,53511,N,21.2
12710555,1147,53511,N,21.2
12710560,9339,53511,N,21.2
12710565,47489,53511,N,21.2
12710570,54773,53511,Y,21.2
12710575,1690,53511,N,21.2
12710580,52067,53511,N,21.2
12710585,56952,53511,N,21.2
12710590,6738,53511,N,21.2
12710595,53819,53511,N,21.2
12710600,8317,53511,Y,21.2
12710605,11234,53511,N,21.2
12710610,7891,53511,N,21.2
12710615,9359,53511,N,21.2
12710620,21188,53511,N,21.2
12710625,51155,53511,N,21.2
12710630,1336,53511,N,21.2
12710635,47126,53511,Y,21.2
12710640,8405,53511,N,21.2
12710645,3154,53511,N,21.2
12710650,44283,53511,N,21.2
12710655,15380,53511,N,21.2
12710660,60218,53511,N,21.2
12710665,8739,53511,N,21.2
12710670,4281,53511,N,21.2
12710675,8460,53511,N,21.2
12710680,28448,53511,N,21.2
12710685,1979,53511,N,21.2
12710690,6953,53511,N,21.2
12710695,23587,53511,Y,21.2
12710700,8297,53511,N,21.2
12710705,11515,53511,N,21.2
12710711,4362,53511,N,21.2
12710715,55216,53511,N,21.2
12710721,60391,53511,N,21.2
12710733,58603,53511,N,21.2
12710734,7124,53511,N,21.2
12710736,50014,53511,N,21.2
12710737,59385,53511,N,21.2
12710740,3494,53511,N,21.2
12710745,3494,53511,Y,21.2
12710747,55186,53511,N,21.2
12710748,9274,53511,N,21.2
12710749,55931,53511,N,21.2
12710750,7657,53511,N,21.2
12710755,43580,53511,Y,21.2
12710760,48880,53511,N,21.2
12710765,14557,53511,N,21.2
12710770,10326,53511,N,21.2
12710775,8865,53511,N,21.2
12710780,9724,53511,N,21.2
12710785,59330,53511,N,21.2
12710790,7127,53511,N,21.2
12710795,2232,53511,N,21.2
12710800,45530,53511,Y,21.2
12710805,58108,53511,N,21.2
12710810,45385,53511,N,21.2
12710815,24301,53511,N,21.2
12710820,2594,53511,N,21.2
12710825,13913,53511,N,21.2
12710831,11876,53511,N,21.2
12710840,3443,53511,N,21.2
12710845,13090,53511,N,21.2
12710850,47494,53511,N,21.2
12710855,43894,53511,N,21.2
12710860,57520,53511,N,21.2
12710865,52524,53511,N,21.2
12710870,58592,53511,N,21.2
12710875,51376,53511,N,21.2
12710880,8478,53511,N,21.2
12710885,52299,53511,N,21.2
12710890,8206,53511,N,21.2
12710895,2700,53511,N,21.2
12710900,6479,53511,N,21.2
12710905,58077,53511,N,21.2
12710910,23874,53511,N,21.2
12710915,55245,53511,N,21.2
12710920,28272,53511,N,21.2
12710925,26462,53511,N,21.2
12710930,11056,53511,N,21.2
12710935,5382,53511,N,21.2
12710940,56292,53511,N,21.2
12710945,6843,53511,Y,21.2
12710951,10998,53511,N,21.2
12710955,42215,53511,N,21.2
12710960,2810,53511,Y,21.2
12710965,53417,53511,Y,21.2
12710970,7503,53511,Y,21.2
12710976,6545,53511,N,21.2
12710985,8851,53511,Y,21.2
12710990,56076,53511,N,21.2
12710995,13007,53511,Y,21.2
12711000,4949,53511,N,21.2
12711005,60111,53511,N,21.2
12711010,2035,53511,N,21.2
12711015,15043,53511,N,21.2
12711020,58015,53511,N,21.2
12711025,25844,53511,N,21.2
12711030,56491,53511,N,21.2
12711035,49957,53511,N,21.2
12711040,7205,53511,N,21.2
12711045,5017,53511,N,21.2
12711050,51673,53511,N,21.2
12711055,53275,53511,N,21.2
12711060,2612,53511,N,21.2
12711065,4476,53511,N,21.2
12711070,59026,53511,N,21.2
12711075,7205,53511,N,21.2
12711080,53085,53511,N,21.2
12711085,55228,53511,N,21.2
12711090,15941,53511,N,21.2
12711095,55862,53511,Y,21.2
12711100,6857,53511,N,21.212711105,12701,53511,N,21.2
12711110,27975,53511,N,21.2
