owner_id,owner_zipcode
48793,53511
3918,INC
12947,53511
56200,53511
56200,53511
12947,53511
56200,53511
12947,53511
12947,53511
58034,53511
12947,53511
12947,53511
2055,53511
54933,53511
