violation_id,parcel_id,violation_code
23455,12570705,H400
23456,12520615,H400
23457,12510090,H400
23458,12510100,H400
23459,13431385,H400
23460,12560815,H400
23461,13660090,H400
23462,12710755,H400
23463,12570875,H400
23464,13550815,H400
23465,13430865,H400
23466,12560575,H400
23467,13421695,H400
23468,13581145,H400
23469,12531135,H400
23470,12650280,H400
23471,13570500,H400
23472,12651560,H400
23473,12560810,H400
23474,12560930,H400
23475,13610465,H400
23476,12410035,H400
23477,12520035,H400
23478,12510225,H400
23479,12510035,H400
23480,12570200,H400
23481,12520210,H400
23482,12520195,H400
23483,12520270,H400
23484,12520280,H400
23485,12510450,H400
23486,12570750,H400
23487,21970760,H400
23488,13570760,H400
23489,12650895,H400
23490,12570475,H400
23491,12521220,H400
23492,12521230,H400
23493,13610855,H400
23494,12580935,H400
23495,13581080,H400
23496,13670670,H400
23497,12620365,H400
23498,12710525,H400
23499,12710525,H400
23500,13670840,H400
23501,12740590,H400
23502,13581420,H400
23503,12581960,H400
23504,13421330,H400
23505,13510755,H400
23506,23180040,H400
23507,13560260,H400
23508,13560260,H400
23509,12410790,H400
23510,13420460,H400
23511,12730175,H400
23512,13470645,H400
23513,13420755,H400
23514,13571095,H400
23515,13410665,H400
23516,13471410,H400
23517,13431690,H400
23518,12580855,H400
23519,12670105,H400
23520,13420505,H400
23521,12651230,H400
23522,13620140,H400
23523,12680165,H400
23524,13550965,H400
23525,13570810,H400
23526,13421090,H400
23527,12760840,H400
23528,12521815,H400
23529,13550940,H400
23530,13610030,H400
23531,12441025,H400
23532,11340185,H400
23533,21911860,H400
23534,12410535,H400
23535,12650140,H400
23536,12651395,H400
23537,12741255,H400
23538,13551100,H400
23539,13611080,H400
23540,12512160,H400
23541,21940140,H400
23542,12530485,H400
23543,13650730,H400
23544,12530320,H400
23545,12530135,H400
23546,12531880,H400
23547,12441045,H400
23548,12530350,H400
23549,13610530,H400
23550,12720810,H400
23551,13460865,H400
23552,13550055,H400
23553,13560075,H400
23554,21880170,H400
23555,13620105,H400
23556,12510820,H400
23557,12510825,H400
23558,13420375,H400
23559,12581560,H400
23560,12440500,H400
23561,13470445,H400
23562,13410715,H400
23563,12640085,H400
23564,13470725,H400
23565,12560685,H400
23566,12521495,H400
23567,12560830,H400
23568,12510430,H400
23569,12720260,H400
23570,12510215,H400
23571,12520300,H400
23572,12561120,H400
23573,13560325,H400
23574,12710075,H400
23575,12580820,H400
23576,13650735,H400
23577,12581735,H400
23578,12580260,H400
23579,12580090,H400
23580,13421060,H400
23581,13411245,H400
23582,12511940,H400
23583,12511695,H400
23584,12511325,H400
23585,12571325,H400
23587,13461830,H116
23587,13461830,H120
23587,13461830,H185
23587,13461830,H205
23587,13461830,H270
23588,12530490,H030
23588,12530490,H065
23589,12720195,H205
23589,12720195,H245
23589,12720195,H317
23590,12670003,H300
23591,12670003,H309
23592,13430905,H300
23593,12650795,H040
23594,13640080,H300
23595,13640080,H300
23596,13660160,H065
23597,13680071,H400
23598,13561025,H400
23599,12720205,H400
23600,13510720,H400
23601,13570680,H400
23602,12710945,H400
23603,12530290,H400
23604,13550395,H400
23605,12760766,H400
23606,12531160,H400
23607,13571225,H300
23608,12581035,H400
23609,12580195,H400
23610,13580860,H400
23611,12660380,H400
23612,13580495,H400
23613,13411695,H400
23614,13561120,H400
23615,13561125,H400
23616,13421525,H400
23617,12720915,H400
23618,12720895,H400
23619,13410540,H400
23620,12580750,H400
23621,12560570,H400
23622,12720525,H400
23623,13681290,H400
23624,13620520,H400
23625,13630150,H400
23626,21951100,H000
23626,21951100,H065
23627,13660200,H095
23628,12580705,H005
23629,12580700,H005
23630,13551550,H120
23630,13551550,H205
23630,13551550,H270
23630,13551550,H420
23630,13551550,H510
23630,13551550,Z10
23631,13421170,H300
23633,13421170,H035
23634,21921270,H300
23635,13670225,H400
23636,13670320,H400
23637,13670235,H400
23638,12620425,H400
23639,13550185,H400
23640,13421805,H400
23641,12530815,H400
23642,12520225,H400
23643,12560620,H400
23644,12510335,H400
23645,12651820,H400
23646,13571155,H400
23647,13420885,H400
23648,13570950,H400
23649,13581190,H400
23650,13510230,H400
23651,13561345,H400
23652,13561375,H400
23653,12740610,H400
23654,12740615,H400
23655,12740835,H400
23656,12651385,H400
23657,12660435,H400
23658,13461745,H400
23659,12530735,H400
23660,21951050,H400
23661,13460605,H400
23662,12570586,H035
23662,12570586,H090
23662,12570586,H205
23663,12141390,H262
23664,12240390,H308
23665,12680365,H035
23667,12680351,H095
23669,12620305,H309
23670,13681180,H190
23670,13681180,H205
23671,12510735,H262
23672,13580290,H400
23673,12650670,H400
23674,13480530,H400
23675,13610345,H400
23676,12520190,H400
23677,13551515,H400
23678,13430780,H400
23679,12571465,H400
23680,13421785,H400
23681,12520445,H400
23682,13431540,H400
23683,13530445,H400
23684,12731070,H400
23685,12571230,H400
23686,12570860,H400
23687,12651185,H400
23688,13570515,H400
23689,12640455,H400
23690,12630055,H400
23691,13570595,H400
23692,13571395,H400
23693,13431740,H400
23694,11333000,H400
23695,22980135,H400
23696,13571515,H400
23697,21970704,H400
23698,12510550,H400
23699,13561235,H400
23700,12620290,H400
23701,13670865,H400
23702,12650055,H400
23703,13421855,H400
23704,12740705,H400
23705,13570200,H400
23706,13410015,H400
23707,13551010,H400
23708,13550700,H400
23709,13660160,H300
23710,13650347,H400
23711,12640410,H400
23712,13461910,H400
23713,13431000,H400
23714,12760910,H400
23715,12651825,H400
23716,12521610,H400
23717,13660220,H400
23718,13681490,H400
23719,13681495,H400
23720,13430265,H400
23721,13440805,H400
23722,12440455,H400
23723,13570530,H400
23724,13640590,H400
23725,13431545,H400
23726,12650230,H400
23727,12650225,H400
23728,13410755,H400
23729,13580990,H400
23730,12510275,H400
23731,13550310,H400
23732,13420470,H400
23733,13670920,H400
23734,13670280,H400
23735,13660635,H400
23736,13431635,H400
23737,13441255,H400
23738,13660625,H400
23739,13670435,H400
23740,13670290,H400
23741,13670430,H400
23742,13640505,H400
23743,12630380,H400
23744,12630385,H400
23745,13480105,H400
23746,13640370,H400
23747,12560795,H400
23748,13551110,H400
23749,13681125,H400
23750,13411635,H120
23750,13411635,H160
23750,13411635,H180
23750,13411635,H205
23750,13411635,H305
23751,12521335,H400
23752,12521835,H400
23753,13681030,H400
23754,13681035,H400
23755,12530635,H400
23756,23060035,H400
23757,23060037,H400
23758,13580610,H400
23759,21980200,H400
23760,12560510,H400
23761,13431070,H400
23762,13431065,H400
23763,13431210,H400
23764,13430570,H400
23765,12240430,H400
23766,12710270,H400
23767,13660225,H400
23768,12570060,H400
23769,12561205,H400
23770,13420395,H400
23771,12520230,H400
23772,12520215,H400
23773,12520295,H400
23774,12571280,H400
23775,13610850,H400
23776,13660795,H400
23777,13670820,H400
23778,13461875,H400
23779,12510540,H400
23780,12510845,H400
23781,13430755,H400
23782,13440380,H400
23783,12760460,H400
23784,12650695,H262
23784,12650695,H309
23785,12620280,H400
23786,13660641,H400
23787,12650695,H125
23788,13440365,H400
23789,12720449,H400
23790,13571190,H400
23791,13560880,H400
23792,13411705,H400
23793,13560180,H400
23794,12581015,H400
23795,12650520,H300
23797,13551550,H025
23798,13680450,H030
23798,13680450,H095
23798,13680450,H096
23799,13680450,H309
23800,12521715,H121
23800,12521715,H205
23802,13571095,H121
23802,13571095,H205
23802,13571095,H245
23802,13571095,H317
23803,12651305,H120
23803,12651305,H205
23803,12651305,H245
23803,12651305,H300
23803,12651305,H305
23804,13520505,H300
23805,13571190,H309
23807,13410245,H262
23808,12660400,H283
23809,13441130,H120
23809,13441130,H165
23809,13441130,H180
23809,13441130,H317
23810,13580765,H309
23811,12660400,H095
23812,12660400,H300
23813,12510700,H262
23815,12571515,H005
23816,12571255,H005
23817,12650445,H300
23818,13620620,H096
23820,12620285,H308
23820,12620285,H309
23821,23280005,H065
23822,12650445,H308
23822,12650445,H309
23823,21960920,H400
23824,13660195,H035
23824,13660195,H309
23825,13611060,H035
23826,20770120,H035
23827,20770370,H050
23828,12240450,H120
23828,12240450,H160
23828,12240450,H185
23828,12240450,H275
23828,12240450,H317
23829,13420680,H400
23830,13461750,H400
23831,21932270,H400
23832,12440170,H400
23833,13580845,H400
23834,12581390,H400
23835,12781650,H400
23836,13570425,H400
23837,13581455,H400
23838,13560570,H400
23839,12240170,H400
23840,13550631,H400
23841,13480585,H400
23842,12750445,H400
23843,12660565,H400
23844,13680480,H335
23845,12520045,H400
23846,13420715,H400
23847,12511185,H400
23848,12581925,H400
23849,12521435,H400
23850,21880505,H400
23851,13680071,H400
23852,13561025,H400
23853,12571335,H400
23854,12531155,H400
23855,12510260,H400
23856,13440410,H400
23857,13681015,H400
23858,12640495,H400
23859,12640330,H400
23860,13461600,H400
23861,13570945,H400
23862,13680480,H340
23864,12250915,H309
23865,13611060,H400
23866,13550485,H400
23867,13570715,H400
23868,13551170,H400
23869,13610450,H400
23870,13561290,H400
23871,13530835,H400
23872,13530840,H400
23873,13510255,H400
23874,12511960,H400
23875,12581545,H400
23877,12250915,H309
23878,12740670,H120
23879,12660355,H262
23880,12740935,H005
23880,12740935,H035
23880,12740935,H262
23881,12131890,H325
23882,13610680,H400
23883,12560240,H400
23884,22070200,H400
23885,12530390,H400
23886,12640120,H400
23887,12240415,H005
23888,21980070,H035
23889,13670630,H120
23889,13670630,H309
23890,13570195,H300
23891,13551030,H116
23891,13551030,H170
23891,13551030,H180
23891,13551030,H205
23892,20760780,H065
23893,21970640,H030
23893,21970640,H096
23894,13660160,H200
23894,13660160,H308
23894,13660160,H309
23895,13660155,H308
23895,13660155,H309
23897,12521835,H065
23897,12521835,H200
23897,12521835,H308
23897,12521835,H309
23898,12521835,H095
23900,12730416,H309
23901,12740705,H309
23902,21951100,H035
23902,21951100,H200
23902,21951100,H308
23902,21951100,H309
23903,21911505,H035
23904,21951080,H050
23905,20760780,H200
23905,20760780,H308
23905,20760780,H309
23906,12660480,H035
23906,12660480,H040
23908,12710945,H309
23910,12651685,H325
23911,20770450,H035
23912,13660565,H309
23913,13680190,H309
23914,12660675,H262
23915,13680465,H035
23915,13680465,H040
23915,13680465,H045
23916,13680110,H308
23916,13680110,H309
23917,13670575,H095
23917,13670575,H096
23918,13670575,H030
23918,13670575,H120
23919,12420018,H000
23919,12420018,H096
23919,12420018,H300
23920,12410140,H096
23921,12420195,H030
23922,13680037,H420
23923,13680037,H281
23924,12521615,H300
23925,13680037,H300
23925,13680037,H300
23926,12430130,H120
23926,12430130,H120
23926,12430130,H185
23926,12430130,H205
23927,12430130,H308
23927,12430130,H309
23928,12740835,H005
23928,12740835,H035
23928,12740835,H262
23929,12571070,H005
23929,12571070,H015
23929,12571070,H090
23929,12571070,H300
23930,12660415,H035
23931,12250670,H030
23932,13510430,H281
23932,13510430,H281
23932,13510430,H281
23933,12650875,H309
23935,12580735,H005
23936,13551590,H030
23937,13520505,H090
23938,12740835,H035
23938,12740835,H045
23939,12531015,H005
23941,12680050,H125
23941,12680050,H309
23942,12620296,H309
23943,13680441,H200
23943,13680441,H308
23943,13680441,H309
23944,13460020,H300
23946,13510050,H160
23946,13510050,H180
23946,13510050,H245
23946,13510050,H317
23947,12410335,H005
23948,13460020,H035
23949,12440285,H095
23950,12440555,H200
23951,12530495,H000
23951,12530495,H309
23952,12530490,H040
23953,12530285,H035
23953,12530285,H040
23953,12530285,H262
23954,12530550,H200
23954,12530550,H309
23955,12651295,H035
23955,12651295,H309
23956,12530415,H115
23957,12651295,H095
23958,12520905,H005
23958,12520905,H035
23959,12580520,H035
23960,12530420,H105
23960,12530420,H115
23961,12730330,H205
23961,12730330,H317
23962,12520375,H005
23962,12520375,H090
23962,12520375,H120
23963,12570930,H005
23963,12570930,H015
23964,12511760,H096
23964,12511760,H120
23964,12511760,H180
23964,12511760,H205
23964,12511760,H240
23965,12760766,H308
23965,12760766,H309
23967,12760766,H030
23968,13550335,H030
23968,13550335,H180
23968,13550335,H185
23968,13550335,H205
23969,13670945,H309
23970,13670940,H309
23971,13670940,H030
23971,13670940,H295
23972,13670940,H030
23973,23280005,H309
23975,12571310,H170
23975,12571310,H205
23975,12571310,H270
23975,12571310,H300
23976,12640300,H309
23977,12571490,H262
23978,12141180,H309
23979,12561165,H005
23980,11341290,H000
23980,11341290,H030
23980,11341290,H095
23980,11341290,H105
23981,12410205,H090
23982,12410200,H030
23983,12512190,H000
23983,12512190,H030
23984,12511135,H262
23985,12571005,H090
23985,12571005,H115
23986,12570235,H005
23986,12570235,H115
23987,21911030,H300
23987,21911030,H311
23988,12560795,H005
23988,12560795,H300
23989,12530635,H095
23989,12530635,H115
23990,12511835,H065
23991,12511835,H000
23991,12511835,H105
23992,12511945,H035
23992,12511945,H040
23993,12440265,H000
23993,12440265,H096
23994,12531275,H065
23996,12511090,H000
23996,12511090,H095
23998,12650795,H180
23998,12650795,H185
23998,12650795,H317
23999,12570240,H090
24000,12511220,H095
24001,12570970,H065
24001,12570970,H090
24001,12570970,H120
24003,12420120,H030
24003,12420120,H090
24004,12650695,H309
24005,12571015,H005
24005,12571015,H125
24006,12581595,H005
24007,12440265,H000
24007,12440265,H090
24008,21962040,H095
24009,21962140,H000
24009,21962140,H095
24010,12440270,H095
24011,21960220,H309
24012,21962150,H300
24012,21962150,H309
24013,12650480,H095
24014,12650480,H309
24015,12650695,H035
24015,12650695,H262
24017,13670485,H095
24017,13670485,H096
24018,13670035,H095
24019,13620140,H035
24019,13620140,H125
24020,13681195,H050
24020,13681195,H309
24021,13420695,H309
24022,13571375,H309
24023,13570715,H309
24024,13420090,H309
24025,13670155,H030
24026,13670145,H030
24027,12630055,H309
24028,12680285,H309
24029,12580070,H005
24030,12580015,H005
24031,13550440,H005
24032,12581255,H005
24033,12570940,H005
24035,12511275,H175
24036,12570940,H005
24038,12141225,H309
24039,12141210,H309
24040,13550440,H120
24040,13550440,H180
24040,13550440,H275
24041,21950470,H095
24041,21950470,H096
24042,12511920,H000
24042,12511920,H308
24042,12511920,H309
24043,13660150,H040
24043,13660150,H100
24044,12512125,H308
24044,12512125,H309
24045,12511135,H308
24045,12511135,H309
24046,13660150,H095
24047,21861900,H065
24048,13581385,H300
24048,13581385,H300
24049,12640015,H095
24050,12571110,H035
24052,12620260,H309
24053,11332800,H125
24053,11332800,H308
24054,13470790,H400
24055,13571435,H400
24056,12560640,H400
24057,12510755,H400
24058,12510750,H400
24059,13550710,H400
24060,12511140,H400
24061,13570520,H400
24062,12512020,H308
24062,12512020,H309
24063,12650120,H400
24064,12650015,H400
24065,12580375,H400
24066,12510730,H400
24067,13480525,H400
24068,12512025,H308
24068,12512025,H309
24069,12630010,H035
24070,12630010,H309
24071,21931670,H200
24072,13560435,H400
24073,12660600,H090
24073,12660600,H095
24074,12570980,H400
24075,13610035,H400
24076,12670541,H308
24076,12670541,H309
24077,12530135,H262
24078,12711135,H295
24079,13561290,H400
24080,13470935,H400
24081,13681105,H400
24082,13441540,H400
24083,13580255,H262
24083,13580255,H309
24084,13581190,H309
24085,13451390,H309
24086,12660265,H309
24087,13581170,H400
24088,12660545,H035
24088,12660545,H309
24089,12531615,H090
24090,12531145,H120
24090,12531145,H125
24091,12780050,H065
24092,12780050,H065
24093,12780051,H065
24094,22021020,H095
24095,22021020,H030
24095,22021020,H309
24096,12531705,H308
24096,12531705,H309
24097,12531685,H308
24097,12531685,H309
24098,12520480,H095
24098,12520480,H125
24099,13681545,H125
24100,13670105,H030
24101,12740801,H065
24102,12530635,H300
24103,12520465,H095
24104,12531700,H105
24104,12531700,H300
24105,12530800,H000
24105,12530800,H096
24106,12510990,H035
24106,12510990,H262
24107,12530630,H065
24108,13430830,H185
24108,13430830,H317
24109,13420080,H185
24110,12511185,H115
24110,12511185,H185
24110,12511185,H205
24111,13580790,H205
24111,13580790,H275
24111,13580790,H305
24112,13650240,H096
24112,13650240,H105
24112,13650240,H115
24113,23280005,H005
24113,23280005,H309
24114,12660135,H095
24115,12660150,H095
24116,12660145,H095
24117,12660155,H095
24118,12660155,H095
24119,12511960,H400
24120,13510060,H400
24121,13471040,H400
24122,13550165,H400
24123,12570710,H262
24124,12570600,H090
24125,12570590,H262
24126,12560410,H005
24127,12512145,H005
24128,22110110,H065
24129,12511700,H000
24129,12511700,H040
24129,12511700,H309
24130,12512025,H115
24131,12512120,H200
24132,22110745,H035
24132,22110745,H065
24133,12741085,H309
24134,12520425,H095
24135,12650140,H095
24136,12650140,H015
24137,12530270,H308
24137,12530270,H309
24138,12530270,H095
24139,12651310,H095
24140,13460040,H120
24140,13460040,H205
24140,13460040,H317
24141,12780070,H065
24142,21980619,H400
24143,13650235,H400
24144,12730165,H400
24145,12660505,H400
24146,12561415,H120
24146,12561415,H180
24146,12561415,H240
24146,12561415,H317
24147,12560625,H120
24147,12560625,H180
24147,12560625,H205
24148,21950110,H309
24149,21981580,H200
24149,21981580,H309
24150,12660340,H105
24151,12660340,H050
24152,23080130,H309
24153,12531900,H309
24154,12251120,H020
24155,12580590,H005
24155,12580590,H065
24155,12580590,H300
24156,23080225,H262
24157,12580050,H090
24157,12580050,H120
24158,13420850,H005
24159,12420455,H300
24160,12560895,H065
24160,12560895,H090
24160,12560895,H309
24161,12360940,H015
24161,12360940,H309
24162,12360940,H095
24162,12360940,H095
24163,12650675,H309
24164,12650675,H309
24165,12530195,H005
24166,12530240,H309
24167,12530250,H309
24170,12420631,H420
24171,12420631,H420
24172,12420631,H340
24173,12680310,H035
24174,12781215,H309
24175,12640135,H095
24176,12530280,H200
24177,12531780,H065
24178,12530345,H115
24179,12770042,H030
24180,21980490,H400
24181,12660490,H400
24182,12530890,H400
24183,13560170,H400
24184,13660155,H400
24185,13551375,H400
24186,13680120,H400
24187,12530410,H400
24188,13520010,H400
24189,12660120,H400
24190,12570810,H400
24191,12650110,H400
24192,12650720,H400
24193,13571460,H400
24194,13551515,H005
24194,13551515,H185
24194,13551515,H360
24194,13551515,H420
24195,12640295,H065
24195,12640295,H095
24195,12640295,H105
24196,13660145,H110
24197,13620175,H309
24198,12560210,H262
24199,12581345,H005
24200,12640295,H015
24200,12640295,H309
24201,12780960,H195
24202,12531095,H090
24203,12710540,H030
24203,12710540,H309
24204,23283005,H309
24205,13620460,H096
24206,13640315,H035
24206,13640315,H065
24207,21911035,H035
24207,21911035,H262
24208,13610560,H030
24209,12640620,H095
24210,13610555,H096
24212,12640435,H309
24213,13610730,H065
24214,13611020,H035
24215,12640435,H295
24216,12571230,H005
24217,13680455,H035
24218,13610465,H005
24218,13610465,H035
24219,13570190,H120
24219,13570190,H160
24219,13570190,H205
24220,12580750,H120
24220,12580750,H160
24220,12580750,H205
24220,12580750,H245
24220,12580750,H300
24221,13570190,H300
24222,12750460,H309
24223,12750455,H095
24224,13610175,H295
24225,13610550,H030
24225,13610550,H200
24225,13610550,H308
24225,13610550,H309
24226,13420055,H309
24227,13510710,H035
24227,13510710,H309
24228,13580250,H030
24228,13580250,H120
24228,13580250,H309
24230,13410885,H295
24231,13551250,H309
24232,12560255,H300
24233,13681115,H055
24234,13681110,H035
24234,13681110,H308
24234,13681110,H309
24235,13681105,H308
24235,13681105,H309
24236,12250035,H420
24237,12250035,H185
24237,12250035,H420
24238,12250035,H281
24238,12250035,H281
24238,12250035,H281
24239,12410190,H090
24239,12410190,H185
24239,12410190,H205
24240,13540845,H317
24241,12250190,H185
24241,12250190,H185
24241,12250190,H420
24242,12250190,H420
24242,12250190,H420
24243,12250190,H420
24244,12580070,H095
24244,12580070,H120
24244,12580070,H121
24244,12580070,H205
24245,12740160,H116
24245,12740160,H205
24245,12740160,H275
24246,13670205,H400
24247,12510445,H400
24248,12741325,H400
24249,13581700,H400
24250,12250035,H185
24250,12250035,H281
24250,12250035,H281
24250,12250035,H420
24251,12250010,H420
24254,12740640,H262
24255,12530285,H309
24256,21880165,H420
24257,12520405,H005
24258,12430800,H000
24258,12430800,H300
24260,12650180,H095
24261,12640465,H309
24262,12640465,H095
24263,13660745,H400
24264,12650345,H400
24265,12511455,H400
24266,12640515,H400
24267,12520540,H400
24268,12520155,H400
24269,13421430,H400
24270,13420030,H400
24271,12650765,H400
24272,13551510,H400
24273,12640310,H400
24274,13560920,H400
24275,12561390,H400
24276,12582010,H005
24277,13510880,H400
24278,13660690,H400
24279,13660340,H400
24280,21860155,H400
24281,12560075,H005
24282,12571430,H005
24282,12571430,H050
24282,12571430,H090
24283,12780051,H135
24285,12780051,H135
24286,12521635,H065
24287,12750505,H020
24287,12750505,H262
24288,13551510,H300
24289,23283005,H309
24290,12650620,H125
24291,12650620,H262
24292,12251125,H185
24292,12251125,H205
24292,12251125,H317
24293,13610295,H035
24293,13610295,H065
24294,13681600,H200
24294,13681600,H308
24294,13681600,H309
24295,13681545,H040
24296,12410395,H065
24297,12410150,H000
24297,12410150,H095
24298,11340380,H095
24299,13680071,H465
24300,12640130,H135
24303,12781195,H160
24303,12781195,H205
24303,12781195,H270
24303,12781195,H305
24303,12781195,H317
24304,12640035,H095
24304,12640035,H096
24305,12781195,H230
24305,12781195,H300
24305,12781195,H317
24306,13610665,H095
24306,13610665,H096
24307,13471040,H205
24307,13471040,H245
24307,13471040,H300
24307,13471040,H305
24307,13471040,H317
24308,12440005,H309
24309,12440005,H030
24310,12420195,H309
24311,12571460,H090
24313,12730251,H075
24313,12730251,H205
24314,12740240,H260
24315,13441255,H035
24316,13440255,H309
24317,13580495,H030
24317,13580495,H035
24317,13580495,H262
24318,13581365,H030
24319,13581210,H035
24320,13581175,H309
24321,13470950,H309
24322,12640315,H309
24323,12650650,H309
24324,22040150,H000
24324,22040150,H085
24324,22040150,H200
24325,12511265,H035
24325,12511265,H040
24325,12511265,H309
24326,22040170,H000
24326,22040170,H065
24327,12521650,H065
24328,12521650,H090
24329,12640235,H095
24330,12561035,H005
24331,12561040,H005
24332,12561080,H205
24333,12531400,H120
24334,13530980,H420
24335,13530980,H420
24336,12560420,H000
24336,12560420,H090
24336,12560420,H120
24337,12570060,H000
24337,12570060,H065
24337,12570060,H090
24338,12561320,H085
24339,12560995,H085
24340,12530710,H085
24341,12530705,H085
24342,12530345,H085
24343,12530185,H085
24344,12530180,H085
24345,13581495,H185
24345,13581495,H420
24346,13550370,H420
24347,12530520,H085
24348,12530335,H085
24349,12530295,H000
24349,12530295,H085
24350,12530280,H085
24351,12531800,H085
24352,12520480,H085
24353,12521960,H085
24354,12530200,H085
24355,12530245,H085
24356,12530250,H085
24357,12531915,H085
24359,12531720,H085
24360,12511675,H085
24361,12511670,H085
24362,23080040,H085
24363,23080450,H000
24363,23080450,H085
24364,23080400,H000
24364,23080400,H085
24365,13650235,H400
24366,13650235,H400
24367,12520840,H400
24368,12561170,H400
24369,12660320,H300
24370,12730655,H300
24371,12660200,H309
24372,13551015,H300
24373,13670690,H035
24373,13670690,H045
24374,13680450,H085
24375,13550660,H025
24375,13550660,H025
24376,12511625,H085
24377,12511280,H085
24378,13681105,H035
24379,12511495,H085
24380,12511465,H085
24381,12440845,H085
24382,12440840,H085
24383,12440835,H085
24384,13420595,H300
24385,12420330,H085
24386,12420335,H085
24388,12420130,H085
24389,12440795,H000
24389,12440795,H085
24390,12440790,H000
24390,12440790,H085
24391,12440005,H085
24392,12440820,H085
24393,13551350,H300
24394,12560090,H000
24394,12560090,H120
24395,12581455,H090
24396,12520370,H005
24396,12520370,H015
24396,12520370,H115
24397,13611060,H200
24397,13611060,H308
24397,13611060,H309
24398,12520585,H090
24399,13571085,H309
24400,13411320,H262
24401,13431625,H262
24402,12620296,H085
24403,12650985,H085
24404,13460460,H040
24404,13460460,H262
24405,13460984,H035
24406,13451340,H262
24407,13461155,H262
24408,13431025,H035
24409,13441180,H085
24410,21880280,H185
24410,21880280,H281
24410,21880280,H281
24410,21880280,H281
24411,21880275,H185
24411,21880275,H420
24412,12410700,H085
24413,12410770,H085
24415,12410705,H085
24416,12410580,H085
24417,12410665,H085
24418,12410660,H085
24419,12531775,H085
24420,12521585,H085
24421,12521590,H085
24422,12521595,H085
24423,21880270,H281
24423,21880270,H281
24423,21880270,H420
24424,21880270,H185
24425,21880265,H420
24426,13660740,H105
24426,13660740,H270
24426,13660740,H275
24426,13660740,H317
24427,12581495,H005
24427,12581495,H090
24427,12581495,H125
24427,12581495,H262
24428,21880265,H185
24429,21880250,H185
24430,21880250,H420
24431,21880250,H185
24432,21880150,H420
24433,21880150,Z10
24434,21880150,H281
24434,21880150,H281
24434,21880150,H281
24435,21880150,H420
24436,12531705,H300
24437,21880275,H420
24438,12510570,H090
24439,21920810,H085
24440,21921500,H085
24441,21930135,H085
24442,21931940,H085
24443,12511245,H085
24444,12511205,H085
24445,12670003,H085
24446,12760074,H085
24447,13571290,H300
24448,13670160,H116
24448,13670160,H120
24448,13670160,H205
24448,13670160,H205
24448,13670160,H260
24450,12570475,H005
24451,22032550,H085
24452,22040160,H000
24452,22040160,H300
24453,13670240,H470
24454,13670240,H120
24454,13670240,H180
24454,13670240,H245
24454,13670240,H420
24455,13680110,H035
24456,13660240,H085
24457,13680120,H085
24458,12620285,H035
24458,12620285,H040
24459,13660245,H085
24460,13611055,H085
24461,13660160,H085
24464,13610670,H085
24466,13610726,H085
24467,13681225,H085
24468,13670865,H085
24469,12520040,H030
24470,12510005,H085
24471,13610615,H085
24473,13670865,H309
24474,13420305,H300
24475,13610670,H300
24476,11332560,H470
24476,11332560,H470
24477,12730887,H085
24478,13610670,H230
24479,13610465,H030
24480,13610465,H085
24481,12531710,H000
24481,12531710,H085
24482,12530420,H085
24483,12530425,H085
24484,12530135,H085
24485,12530500,H085
24486,12530445,H085
24487,12530261,H000
24487,12530261,H085
24488,12531935,H000
24488,12531935,H085
24489,12530540,H085
24490,11340315,H085
24491,12410510,H085
24492,21970890,H085
24493,11340285,H085
24494,11340310,H085
24495,12420540,H085
24496,21970920,H065
24496,21970920,H085
24496,21970920,H309
24497,13611105,H085
24498,13660635,H085
24499,12521835,H300
24500,13680155,H085
24501,13610385,H085
24502,13670560,H085
24504,13670715,H095
24505,13660340,H400
24506,21850160,H035
24506,21850160,H040
24506,21850160,H045
24506,21850160,H283
24507,12510535,H085
24508,13440815,H400
24509,12520080,H005
24510,12560350,H085
24511,12560160,H085
24512,12580770,H085
24513,12510605,H262
24514,12580085,H085
24515,13680200,H085
24516,13680185,H085
24517,13670410,H281
24517,13670410,H281
24517,13670410,H281
24518,13670690,H085
24519,13670825,H085
24520,13670825,H085
24521,13670675,H096
24522,13680260,H085
24523,13680255,H035
24523,13680255,H040
24523,13680255,H065
24524,11341030,H085
24525,11341270,H000
24525,11341270,H085
24526,11341260,H000
24526,11341260,H085
24527,12511455,H085
24529,12440780,H085
24530,12511510,H085
24531,12511510,H000
24531,12511510,H030
24532,12511635,H085
24533,12511635,H309
24534,12141135,H085
24535,12141135,H015
24536,13561375,H005
24536,13561375,H281
24537,12410630,H085
24537,12410630,H309
24538,12131880,H085
24538,12131880,H309
24539,13561380,H470
24540,13440815,H400
24541,12531485,H400
24542,12141570,H085
24543,12240405,H400
24544,12141570,H309
24545,12240410,H400
24546,13440760,H085
24547,13421335,H085
24548,13580655,H085
24549,13580490,H085
24550,13550890,H085
24551,13550885,H085
24552,13550285,H085
24554,13441600,H262
24555,13431640,H120
24556,12780045,H085
24557,12760510,H085
24558,12250680,H085
24559,12710540,H085
24560,12710905,H085
24561,12720495,H030
24562,12510055,H400
24563,21971010,H400
24564,12720845,H400
24565,12580965,H400
24566,13410685,H116
24566,13410685,H120
24566,13410685,H240
24566,13410685,H300
24566,13410685,H317
24567,12560200,H400
24568,12740270,H085
24569,21921320,H400
24570,12440105,H000
24570,12440105,H085
24571,13551590,H400
24572,12570960,H295
24573,12511915,H000
24573,12511915,H085
24573,12511915,H125
24574,12410560,H085
24575,12640030,H400
24576,12531775,H309
24577,13550525,H400
