violation_id,parcel_id,violation_code
29768,13421145,H085
29769,13421155,H309
29770,12530020,H005
29770,12530020,H085
29770,12530020,H090
29771,12560260,H005
29771,12560260,H035
29771,12560260,H090
29771,12560260,H120
29772,22110530,H030
29772,22110530,H295
29773,12511280,H085
29774,12511275,H085
29775,12521590,H085
29776,12521585,H085
29777,21962150,H085
29778,12511070,H085
29779,12511065,H085
29780,12511060,H085
29781,12511260,H085
29782,23033500,H085
29784,12521835,H065
29786,12521835,H095
29790,22870500,H281
29791,13520125,H262
29792,13431345,H085
29793,13660150,H085
29794,13440245,H085
29795,13560995,H015
29795,13560995,H085
29796,13570600,H096
29797,12640235,H300
29798,13580250,H085
29799,21950186,H281
29799,21950186,H350
29799,21950186,H500
29800,12730887,H085
29801,12731025,H262
29802,12511335,H085
29803,22870500,H401
29804,21911120,H085
29805,22870500,H335
29806,22870500,H340
29807,22870500,H401
29808,12730735,H035
29808,12730735,H262
29809,12730695,H085
29810,22870500,H401
29811,22870500,H401
29812,22870500,H340
29816,12531015,H065
29816,12531015,H090
29817,12571190,H090
29818,12440565,H085
29819,13681411,H005
29819,13681411,H090
29819,13681411,H300
29822,12510470,H090
29823,13561000,H300
29824,12510230,H090
29824,12510230,H120
29826,12560260,H035
29826,12560260,H090
29826,12560260,H120
29827,13420285,H085
29828,12580515,H090
29828,12580515,H120
29829,13420290,H085
29830,12750210,H309
29831,13410560,H091
29831,13410560,H115
29831,13410560,H120
29831,13410560,H160
29831,13410560,H170
29831,13410560,H185
29831,13410560,H205
29831,13410560,H245
29831,13410560,H305
29831,13410560,H317
29832,13550435,H120
29832,13550435,H160
29832,13550435,H185
29832,13550435,H270
29832,13550435,H300
29833,13550435,H300
29834,13441150,H300
29835,13441150,H300
29836,12531155,H300
29837,13570675,H300
29838,13570675,H300
29839,12510675,H005
29839,12510675,H090
29839,12510675,H115
29841,13420365,H085
29842,22061560,H085
29843,12511495,H085
29844,22040160,H085
29845,22040170,H085
29847,12530885,H085
29850,12531075,H120
29850,12531075,H180
29850,12531075,H185
29850,12531075,H300
29851,12570805,H300
29852,13551535,H085
29853,13551575,H085
29854,13610780,H085
29855,13610730,H085
29856,13610775,H085
29857,13571220,H085
29858,13571230,H085
29859,13680195,H160
29859,13680195,H180
29859,13680195,H245
29859,13680195,H270
29859,13680195,H305
29860,13560130,H085
29861,13571040,H085
29862,13570420,H085
29863,13560810,H085
29864,13550970,H085
29865,13680190,H120
29865,13680190,H160
29865,13680190,H205
29865,13680190,H245
29866,13520400,H085
29867,13571545,H085
29868,13550315,H085
29869,13440320,H085
29870,13440305,H085
29871,13440285,H085
29872,13440270,H085
29873,13550845,H085
29874,13560680,H085
29875,13571275,H085
29876,13440870,H085
29877,13440705,H085
29878,13431180,H085
29879,13421575,H085
29880,13430420,H085
29880,13430420,H125
29881,13610460,H309
29882,13421525,H262
29883,13551180,H030
29883,13551180,H090
29884,12741370,H150
29884,12741370,H180
29884,12741370,H205
29885,13571630,H400
29886,13571430,H400
29887,12651070,H400
29888,12410585,H400
29889,13581275,H070
29890,13580070,H309
29891,12660165,H085
29892,13581195,H085
29893,13581305,H035
29893,13581305,H262
29895,12660415,H095
29897,12510730,H090
29898,12442000,H090
29899,12651535,H085
29900,12350003,H281
29902,1235-0005,H401
29903,12350003,H401
29904,12350003,H340
29905,12350003,H420
29907,12410426,H085
29908,13470700,H085
29909,12650450,H095
29909,12650450,H096
29909,12650450,H309
29910,13420645,H121
29910,13420645,H205
29910,13420645,H240
29910,13420645,H245
29911,12141180,H085
29912,13440395,H085
29913,13660575,H085
29914,13680285,H085
29915,13520615,H095
29916,13580490,H085
29916,13580490,H309
29917,13580495,H085
29917,13580495,H309
29918,13580580,H085
29919,13580575,H085
29920,13580500,H085
29921,13511005,H035
29921,13511005,H035
29922,12571375,H090
29923,13510550,H096
29924,12531015,H090
29925,13580505,H085
29926,13580510,H085
29927,12510555,H090
29930,21960130,H000
29930,21960130,H085
29931,12570930,H300
29936,13431610,H120
29936,13431610,H180
29936,13431610,H240
29937,12740700,H120
29938,12521605,H180
29938,12521605,H275
29939,12521605,H205
29941,12410190,H015
29941,12410190,H085
29942,12440560,H065
29943,12410250,H035
29943,12410250,H200
29944,12251180,H205
29945,13650690,H085
29946,13640495,H085
29947,13630065,H085
29948,13540750,H120
29948,13540750,H180
29949,13681380,H085
29950,13610795,H085
29951,13520615,H015
29951,13520615,H085
29952,13571445,H085
29953,13610195,H309
29954,13550845,H262
29955,13530155,H315
29956,13430780,H085
29957,13431630,H085
29958,13431220,H085
29959,13431215,H085
29960,13571430,H085
29961,12760020,H135
29962,12251040,H308
29963,12260580,H300
29964,13560025,H309
29965,13530445,H309
29966,13441430,H085
29967,13530440,H309
29968,12510465,H085
29969,12510465,H085
29970,12560295,H300
29971,12420515,H035
29972,21851560,H309
29973,21911000,H308
29973,21911000,H309
29974,12720690,H096
29974,12720690,H180
29975,13411550,H150
29976,12580170,H005
29976,12580170,H035
29977,12580170,H015
29978,12680015,H185
29978,12680015,H245
29978,12680015,H300
29979,12680015,H205
29979,12680015,H245
29979,12680015,H270
29980,12670560,H120
29980,12670560,H160
29980,12670560,H180
29980,12670560,H185
29980,12670560,H205
29980,12670560,H210
29980,12670560,H317
29981,12670195,H120
29981,12670195,H180
29981,12670195,H210
29981,12670195,H245
29982,12570945,H005
29983,13561000,H120
29983,13561000,H121
29983,13561000,H160
29983,13561000,H190
29983,13561000,H205
29984,12530810,H085
29985,12570245,H015
29985,12570245,H090
29986,13570520,H121
29986,13570520,H205
29986,13570520,H245
29987,13570520,H120
29987,13570520,H160
29987,13570520,H170
29987,13570520,H175
29987,13570520,H180
29987,13570520,H205
29987,13570520,H270
29987,13570520,H300
29988,13550305,H085
29989,13681635,H085
29990,13681630,H085
29991,13681570,H085
29992,13681560,H085
29993,13681555,H085
29994,13681565,H085
29995,13681600,H085
29996,13610540,H085
29998,13610375,H085
29999,13530068,H085
30000,13550290,H085
30001,13550045,H085
30002,13680450,H085
30003,12511940,H300
30004,12640425,H070
30005,12630305,H085
30006,12630305,H085
30007,23080165,H000
30007,23080165,H311
30008,21950186,H300
30009,22870500,H460
30010,13670630,H300
30011,13660147,H300
30012,13430240,H300
30013,12250775,H015
30014,12250775,H306
30015,12660370,H120
30015,12660370,H308
30015,12660370,H309
30016,12660370,H295
30017,13660450,H309
30018,13681095,H309
30019,13420870,H096
30019,13420870,H180
30019,13420870,H205
30019,13420870,H260
30020,13610530,H120
30020,13610530,H121
30020,13610530,H205
30020,13610530,H300
30020,13610530,H300
30021,12510670,H116
30021,12510670,H120
30021,12510670,H121
30021,12510670,H185
30021,12510670,H230
30021,12510670,H260
30021,12510670,H275
30021,12510670,H300
30021,12510670,H317
30022,13560440,H300
30022,13560440,H300
30023,12760005,H020
30023,12760005,H085
30023,12760005,H309
30024,13530135,H315
30024,13530135,H315
30026,13480105,H085
30027,12580375,H015
30027,12580375,H085
30028,12582075,H095
30028,12582075,H116
30028,12582075,H205
30028,12582075,H240
30028,12582075,H317
30029,12250920,H400
30030,12530415,H400
30031,12530280,H400
30032,21950186,H281
30032,21950186,H340
30034,13570505,H030
30034,13570505,H095
30035,13610310,H295
30036,13421425,H095
30036,13421425,H095
30037,13441530,H035
30038,13680405,H035
30039,13620825,H095
30040,12670360,H165
30040,12670360,H185
30041,12670360,H309
30042,13530005,H262
30043,13441540,H309
30044,13560780,H085
30045,13421530,H309
30045,13421530,H309
30046,13421515,H309
30047,13420535,H085
30048,13520470,H085
30049,13530260,H309
30050,13660257,H085
30051,13630135,H085
30052,13660255,H085
30053,13431807,H085
30054,13431635,H085
30055,13670875,H085
30056,13441255,H085
30057,13570785,H085
30058,13570605,H085
30059,13680441,H085
30060,13610322,H085
30063,12670061,H205
30063,12670061,H230
30064,12720880,H120
30064,12720880,H180
30064,12720880,H185
30064,12720880,H317
30065,12451270,H180
30065,12451270,H205
30065,12451270,H245
30065,12451270,H300
30069,21850115,H035
30069,21850115,H065
30070,13431390,H205
30070,13431390,H270
30071,13420885,H030
30072,12740330,H116
30072,12740330,H120
30073,12650230,H160
30074,12570960,H005
30074,12570960,H015
30075,12570980,H090
30076,12570990,H005
30076,12570990,H015
30077,12580905,H015
30078,12571005,H015
30078,12571005,H090
30079,13470620,H085
30080,13470945,H085
30080,13470945,H309
30081,13660300,H015
30081,13660300,H015
30082,11332580,H415
30083,11332580,H281
30083,11332580,H340
30084,11332580,H340
30085,13560525,H085
30086,12132350,H085
30087,13670145,H085
30088,13610395,H085
30089,13560810,H085
30090,13680215,H085
30091,13660185,H085
30092,13550315,H085
30093,13550310,H085
30094,13570885,H085
30095,13660575,H085
30096,13681380,H085
30097,13681105,H085
30098,13670945,H095
30098,13670945,H175
30099,12651070,H085
30100,12651075,H085
30101,12651155,H085
30102,12650955,H085
30103,13470315,H085
30104,12651085,H035
30104,12651085,H309
30105,13580865,H309
30106,13470950,H085
30107,12720300,H015
30108,12781560,H085
30109,12781510,H085
30110,12651120,H070
30110,12651120,H308
30110,12651120,H309
30111,12651105,H070
30111,12651105,H085
30111,12651105,H262
30112,11330200,H085
30113,11330300,H085
30114,11331010,H085
30115,11340590,H085
30116,11340600,H085
30117,13550060,H116
30117,13550060,H205
30117,13550060,H260
30118,13421120,H120
30118,13421120,H240
30119,12510580,H145
30120,12660400,H035
30120,12660400,H045
30120,12660400,H262
30122,12510215,H005
30122,12510215,H090
30123,12570535,H085
30124,12510645,H000
30124,12510645,H205
30125,13551110,H005
30126,13551110,H420
30127,12571465,H005
30128,12520105,H120
30128,12520105,H180
30128,12520105,H210
30128,12520105,H230
30128,12520105,H305
30129,12520020,H120
30129,12520020,H180
30129,12520020,H185
30129,12520020,H205
30129,12520020,H210
30129,12520020,H230
30130,12531060,H085
30131,12781510,H300
30132,13431545,H105
30132,13431545,H120
30132,13431545,H160
30132,13431545,H180
30132,13431545,H185
30132,13431545,H205
30132,13431545,H205
30132,13431545,H245
30132,13431545,H317
30133,12730800,H085
30134,12650985,H015
30136,12571355,H005
30136,12571355,H030
30137,12520190,H085
30138,13581445,H308
30139,12531610,H309
30140,12650140,H085
30142,13560070,H105
30142,13560070,H120
30144,13420295,H085
30145,13420665,H085
30146,13440815,H085
30147,13420410,H085
30148,13440415,H085
30149,13680155,H085
30150,13680470,H085
30151,13681220,H085
30152,13680285,H085
30153,13431710,H085
30154,13431345,H085
30155,13440870,H085
30156,13440715,H015
30156,13440715,H085
30157,12720415,H116
30157,12720415,H120
30157,12720415,H160
30158,12650905,H120
30158,12650905,H260
30160,12710530,H300
30160,12710530,H317
30161,12740085,H205
30161,12740085,H317
30162,12250775,H400
30163,13440355,H400
30164,12630285,H400
30165,12740670,H070
30165,12740670,H125
30166,12660180,H085
30166,12660180,H309
30167,12741495,H085
30168,12740590,H309
30169,12741270,H015
30170,12740270,H309
30176,12670525,H309
30177,12670415,H309
30178,12680165,H015
30179,12531610,H160
30179,12531610,H185
30180,12610055,H015
30181,13561017,H281
30182,13561017,H415
30183,13561017,H340
30184,13561017,H401
30185,12440105,H000
30185,12440105,H065
30186,13580710,H085
30187,13581365,H085
30188,13581365,H125
30189,12651295,H095
30189,12651295,H115
30190,13580610,H309
30191,21921555,H065
30192,22070200,H085
30194,13461665,H308
30194,13461665,H309
30195,12730770,H309
30196,12560210,H090
30197,12571510,H005
30197,12571510,H035
30198,12730056,H085
30199,13530445,H095
30199,13530445,H309
30200,13530450,H015
30200,13530450,H085
30201,13571090,H095
30202,13571140,H035
30202,13571140,H085
30202,13571140,H262
30203,13570100,H309
30204,12620305,H260
30205,13431275,H120
30205,13431275,H205
30206,13560130,H170
30206,13560130,H300
30207,13470315,H085
30208,12720300,H096
30209,13580755,H085
30210,12251000,H300
30211,12710535,H300
30212,12740525,H085
30213,13430100,H085
30215,13430935,H116
30216,12640035,H096
30217,12660190,H115
30218,12510940,H090
30219,12560585,H015
30220,12560575,H015
30221,12531205,H005
30222,12650445,H085
30224,12640405,H262
30225,12640135,H015
30228,13460050,H400
30229,12530585,H400
30230,12510990,H005
30231,12510685,H015
30232,12580085,H015
30232,12580085,H120
30233,13420475,H085
30234,13640420,H085
30235,13520095,H095
30236,13441080,H309
30237,13420560,H105
30238,13560510,H309
30242,12680355,H015
30243,12610200,H015
30245,12580875,H090
30246,12570350,H090
30247,12530510,H015
30247,12530510,H090
30248,12510670,H120
30250,12511545,H205
30251,12410410,H005
30253,12532015,H160
30253,12532015,H185
30253,12532015,H205
30253,12532015,H317
30254,12620296,H085
30254,12620296,H309
30255,13581535,H085
30256,12511375,H120
30256,12511375,H160
30256,12511375,H185
30256,12511375,H205
30256,12511375,H230
30256,12511375,H317
30257,12520480,H300
30258,12640085,H015
30258,12640085,H309
30260,13610370,H085
30262,13551480,H085
30263,13681225,H085
30264,13610730,H295
30265,13420890,H035
30266,13440720,H309
30267,13431230,H262
30268,13570925,H090
30268,13570925,H095
30269,13570985,H309
30270,13570915,H095
30271,13571005,H035
30271,13571005,H095
30271,13571005,H262
30272,13570910,H035
30273,13420885,H309
30274,13560600,H309
30275,13560555,H035
30275,13560555,H040
30276,12571495,H300
30277,12571495,H210
30277,12571495,H230
30278,13660180,H120
30278,13660180,H121
30278,13660180,H160
30278,13660180,H205
30278,13660180,H240
30278,13660180,H245
30278,13660180,H270
30278,13660180,H305
30279,12240105,H300
30280,12560120,H005
30280,12560120,H015
30280,12560120,H090
30280,12560120,H300
30281,12530165,H090
30281,12530165,H090
30281,12530165,H091
30281,12530165,H095
30281,12530165,H205
30282,12580175,H090
30282,12580175,H120
30283,12511930,H262
30284,12560580,H005
30284,12560580,H015
30284,12560580,H090
30285,13421555,H090
30285,13421555,H116
30285,13421555,H240
30286,12660265,H090
30286,12660265,H195
30286,12660265,H240
30287,12610390,H015
30288,12520170,H005
30288,12520170,H090
30289,13530540,H085
30290,13430780,H309
30291,13431180,H015
30292,13660450,H085
30293,13610841,H085
30295,13660145,H309
30296,21940010,H005
30298,12141020,H401
30299,12141020,H317
30300,12141020,H401
30301,12141020,H401
30302,12141020,H281
30303,12141020,H281
30304,12141020,H401
30305,21880130,H401
30309,12420130,H085
30310,12580785,H295
30311,12580650,H300
30312,13480105,H120
30312,13480105,H180
30312,13480105,H205
30313,13450865,H120
30313,13450865,H175
30313,13450865,H180
30313,13450865,H205
30314,12630380,H300
30315,23080330,H300
30316,13561025,H025
30317,12760430,H120
30317,12760430,H160
30317,12760430,H180
30317,12760430,H205
30317,12760430,H300
30317,12760430,H300
30317,12760430,H317
30318,13580325,H120
30318,13580325,H245
30318,13580325,H270
30318,13580325,H300
30319,13461610,H015
30320,12760060,H045
30320,12760060,H262
30321,13581345,H085
30321,13581345,H309
30322,13510210,H120
30322,13510210,H121
30322,13510210,H185
30322,13510210,H205
30322,13510210,H240
30322,13510210,H300
30322,13510210,H317
30323,13510210,H120
30323,13510210,H180
30323,13510210,H245
30323,13510210,H300
30324,13670255,H085
30325,13670235,H085
30326,13520005,H085
30327,13681565,H085
30328,13430920,H085
30329,13560715,H085
30330,13681330,H085
30331,13610195,H308
30331,13610195,H309
30332,13640245,H262
30332,13640245,H309
30333,13450890,H262
30334,13581105,H015
30334,13581105,H120
30335,12520365,H005
30336,12581360,H090
30337,12581575,H005
30337,12581575,H090
30337,12581575,H120
30338,12511765,H090
30339,12511765,H090
30340,11341010,H309
30341,23020590,H065
30342,13570620,H401
30344,13680220,H300
30345,13680220,H300
30346,12630040,H015
30346,12630040,H085
30347,12650920,H035
30348,12570675,H015
30348,12570675,H100
30348,12570675,H121
30349,13430945,H309
30350,12511795,H120
30350,12511795,H180
30350,12511795,H205
30350,12511795,H240
30351,13550030,H121
30351,13550030,H270
30352,21850685,H070
30352,21850685,H300
30352,21850685,H309
30353,13540730,H400
30354,13680290,H400
30355,12770075,H309
30357,12710905,H085
30358,12710905,H040
30358,12710905,H045
30359,12710900,H085
30361,21980170,H000
30363,21970550,H340
30364,13551565,H090
30364,13551565,H091
30364,13551565,H205
30365,13410765,H090
30365,13410765,H091
30368,13560195,H300
30369,12630380,H120
30369,12630380,H121
30369,12630380,H160
30369,12630380,H205
30369,12630380,H240
30370,12570621,H035
30370,12570621,H262
30371,13560195,H090
30371,13560195,H095
30371,13560195,H096
30371,13560195,H105
30371,13560195,H120
30372,12520940,H090
30373,12560875,H090
30374,12560700,H090
30375,12570506,H020
30375,12570506,H030
30375,12570506,H180
30376,13570305,H240
30377,12720100,H035
30378,13411145,H085
30379,13420095,H015
30380,13570305,H120
30380,13570305,H180
30380,13570305,H240
30380,13570305,H260
30380,13570305,H305
30381,12650450,H015
30381,12650450,H070
30382,13581465,H205
30382,13581465,H300
30383,13581200,H085
30385,13581465,H180
30385,13581465,H205
30385,13581465,H260
30385,13581465,H305
30386,12651350,H085
30386,12651350,H308
30387,12720915,H115
30388,13520415,H120
30388,13520415,H185
30388,13520415,H205
30388,13520415,H240
30389,13431295,H085
30390,13611020,H085
30391,13670690,H085
30392,13680215,H085
30393,13570985,H090
30394,13570950,H035
30395,13520415,H120
30395,13520415,H120
30395,13520415,H185
30395,13520415,H240
30396,13430575,H121
30397,13430185,H120
30397,13430185,H180
30397,13430185,H205
30398,13561017,H355
30398,13561017,H420
30399,13680441,H205
30400,13581445,H065
30400,13581445,H085
30402,13581055,H015
30404,13550195,H309
30405,13560510,H262
30405,13560510,H309
30406,13550915,H309
30407,13571040,H309
30408,13581450,H085
30408,13581450,H309
30409,13581095,H015
30409,13581095,H035
30409,13581095,H085
30410,13581060,H015
30411,13510725,H085
30412,12251200,H050
30413,12720458,H400
30414,12670541,H400
30415,13581140,H400
30416,12620005,H085
30416,12620005,H125
30417,12640465,H120
30418,13430595,H065
30418,13430595,H309
30419,12531660,H015
30420,11330100,H340
30421,11330100,H401
30422,11330100,H340
30423,11330100,H420
30424,11330100,H335
30425,12571485,H015
30426,11330100,H415
30427,11330100,H205
30428,12511305,H085
30429,11330100,H415
30430,11330100,H005
30431,11330100,H205
30432,23020050,H300
30433,13570445,H309
30434,13441200,H309
30435,13441255,H309
30436,13441610,H309
30437,13421730,H120
30438,13550005,H015
30439,13680441,H065
30439,13680441,H090
30439,13680441,H091
30439,13680441,H187
30439,13680441,H205
30440,13550070,H035
30440,13550070,H040
30440,13550070,H125
30440,13550070,H262
30440,13550070,H309
30441,12440070,H005
30441,12440070,H050
30442,12521495,H090
30443,13410880,H309
30444,13410920,H085
30445,12521335,H005
30446,12561020,H035
30446,12561020,H262
30447,12560320,H300
30448,12560320,H308
30448,12560320,H309
30449,13561390,H120
30449,13561390,H205
30449,13561390,H240
30449,13561390,H305
30450,13561390,H120
30450,13561390,H180
30450,13561390,H205
30450,13561390,H270
30450,13561390,H305
30451,13561390,H116
30451,13561390,H120
30451,13561390,H205
30451,13561390,H300
30452,13570730,H300
30453,12560320,H300
30454,13550205,H300
30455,12520480,H115
30455,12520480,H120
30455,12520480,H185
30455,12520480,H205
30455,12520480,H240
30455,12520480,H270
30455,12520480,H317
30456,12640025,H300
30457,21850081,H000
30458,13580495,H091
30458,13580495,H116
30458,13580495,H120
30458,13580495,H205
30458,13580495,H260
30459,13481055,H116
30459,13481055,H205
30460,12560745,H120
30460,12560745,H185
30461,12510235,H262
30462,12571145,H120
30462,12571145,H160
30462,12571145,H180
30462,12571145,H205
30463,21970920,H085
30464,13561315,H300
30465,12561220,H065
30466,12580590,H030
30467,12781215,H035
30467,12781215,H308
30467,12781215,H309
30468,13580120,H085
30469,12640310,H085
30470,12640315,H085
30471,13581410,H309
30472,12640340,H085
30473,12650720,H085
30473,12650720,H309
30474,12720598,H085
30475,11341635,H005
30475,11341635,H095
30475,11341635,H401
30476,13440640,H300
30477,13640270,H281
30478,12670541,H035
30478,12670541,H085
30478,12670541,H309
30479,12531085,H262
30480,12521305,H090
30481,11333100,H401
30481,11333100,H415
30482,12650145,H309
30483,13581300,H035
30483,13581300,H085
30483,13581300,H125
30483,13581300,H262
30484,12380035,H309
30485,13681225,H309
30486,13681440,H085
30487,13681375,H085
30488,13680037,H085
30489,13660080,H085
30490,13670650,H085
30491,13670235,H085
30492,13550900,H085
30493,13440810,H085
30494,13551460,H085
30495,13551465,H085
30496,13550085,H085
30497,13571440,H085
30498,13650710,H085
30499,13620626,H085
30500,13670410,H085
30501,13610800,H085
30502,13680235,H085
30503,13551150,H085
30504,13421515,H085
30505,13570260,H085
30506,13610795,H085
30507,13670830,H309
30508,13660565,H125
30508,13660565,H309
30509,13680940,H085
30509,13680940,H309
30510,13640605,H030
30511,13670945,H400
30512,13550055,H309
30513,13550055,H309
30514,12580740,H120
30514,12580740,H121
30514,12580740,H205
30514,12580740,H300
30515,12580740,H300
30516,13431525,H120
30516,13431525,H205
30516,13431525,H240
30516,13431525,H305
30517,22980950,H300
30517,22980950,H300
30518,12720825,H085
30519,12660600,H015
30519,12660600,H085
30520,12630005,H085
30521,12741325,H121
30521,12741325,H160
30521,12741325,H180
30521,12741325,H205
30521,12741325,H245
30521,12741325,H305
30522,13580765,H300
30523,12510110,H085
30524,12510120,H085
30525,12510040,H005
30526,23080400,H005
30526,23080400,H005
30527,12650095,H015
30527,12650095,H085
30528,13640270,H300
30529,12521475,H300
30530,12650090,H085
30531,12650085,H085
30532,12650080,H085
30533,12650075,H085
30534,13580765,H095
30534,13580765,H120
30535,20760810,H315
30536,20760650,H315
30537,13410615,H015
30537,13410615,H085
30538,13430945,H020
30538,13430945,H085
30538,13430945,H309
30539,12571345,H015
30539,12571345,H035
30540,12710630,H015
30541,12581940,H085
30542,12730165,H125
30542,12730165,H309
30543,12571330,H090
30544,12581725,H245
30544,12581725,H317
30545,13610475,H085
30546,13421840,H095
30546,13421840,H116
30546,13421840,H260
30547,20770085,H035
30547,20770085,H040
30548,13670650,H085
30549,13681395,H085
30550,13681370,H085
30551,13680105,H262
30552,13680005,H135
30553,13670865,H085
30554,13561385,H085
30555,22130800,H300
30556,13420870,H105
30556,13420870,H165
30556,13420870,H205
30556,13420870,H300
30557,12781640,H165
30557,12781640,H185
30557,12781640,H205
30557,12781640,H230
30558,12780945,H091
30558,12780945,H185
30558,12780945,H205
30559,13581745,H205
30560,13410805,H120
30561,13570515,H035
30561,13570515,H085
30561,13570515,H300
30563,12410410,H085
30566,12740905,H300
30567,12730540,H115
30567,12730540,H180
30567,12730540,H205
30568,12730540,H120
30568,12730540,H180
30568,12730540,H205
30568,12730540,H240
30568,12730540,H300
30569,13660255,H160
30569,13660255,H180
30569,13660255,H185
30569,13660255,H205
30569,13660255,H317
30570,21950650,H120
30570,21950650,H205
30570,21950650,H300
30570,21950650,H317
30571,13470725,H300
30572,23060550,H300
30573,12720293,H121
30573,12720293,H205
30574,13421246,H300
30575,13431545,H110
30575,13431545,H205
30575,13431545,H240
30577,23280005,H085
30577,23280005,H095
30577,23280005,H300
30578,12650895,H015
30578,12650895,H309
30579,12741415,H015
30580,11341110,H245
30581,12731020,H015
30582,12730980,H085
30583,12640620,H085
30584,12650750,H096
30585,22110750,H091
30585,22110750,H116
30585,22110750,H180
30585,22110750,H185
30585,22110750,H190
30586,12410620,H400
30587,12710235,H400
30588,11332620,H085
30589,21951010,H205
30589,21951010,H245
30589,21951010,H300
30589,21951010,H300
30589,21951010,H305
30590,13610770,H095
30591,13610030,H085
30591,13610030,H095
30591,13610030,H309
30592,13610110,H085
30593,13660255,H309
30594,13560240,H309
30595,13551460,H309
30596,12520265,H005
30597,23280005,H095
30598,12560535,H050
30598,12560535,H262
30599,13551150,H262
30599,13551150,H309
30600,13440815,H085
30601,13560750,H085
30602,13560310,H085
30603,13551535,H085
30604,13551505,H085
30605,13560730,H309
30606,13610420,H085
30607,13551455,H085
30608,13680410,H070
30609,23280005,H095
30610,12651785,H120
30610,12651785,H240
30610,12651785,H270
30611,23280005,H085
30611,23280005,H095
30612,13681030,H116
30612,13681030,H120
30612,13681030,H185
30612,13681030,H205
30612,13681030,H270
30613,12440780,H085
30613,12440780,H095
30614,12430130,H085
30614,12430130,H120
30616,13581430,H085
30616,13581430,H309
30617,13581425,H085
30617,13581425,H309
30618,13611105,H085
30618,13611105,H120
30618,13611105,H309
30619,13430360,H116
30619,13430360,H180
30619,13430360,H185
30619,13430360,H270
30620,12440285,H085
30621,12440565,H085
30622,12440790,H085
30623,12441200,H085
30623,12441200,H095
30625,11341510,H085
30626,12511945,H085
30627,12512085,H085
30628,12680090,H309
30629,13660635,H262
30629,13660635,H401
30630,21921320,H125
30630,21921320,H205
30630,21921320,H245
30632,12511780,H085
30634,12420165,H085
30635,13470395,H300
30636,12531365,H085
30637,12531665,H090
30638,12560715,H300
30639,21880517,H205
30640,12760715,H262
30641,12511265,H005
30641,12511265,H262
30642,13460964,H085
30643,12650830,H309
30644,12650830,H095
30644,12650830,H105
30645,13680285,H085
30646,23280005,H309
30647,12441230,H085
30648,23080040,H085
30649,12511390,H085
30650,12521890,H085
30651,22981000,H300
30652,21910512,H105
30652,21910512,H187
30653,12560180,H005
30653,12560180,H015
30653,12560180,H090
30653,12560180,H090
30654,12560365,H105
30654,12560365,H300
30655,22821135,H085
30656,12420645,H010
30656,12420645,H065
30656,12420645,H089
30657,12650120,H015
30657,12650120,H085
30658,13551180,H030
30658,13551180,H090
30659,12740830,H309
30660,12670535,H085
30661,12670541,H085
30662,12511355,H085
30663,12521615,H085
30664,12511280,H085
30665,12521790,H090
30666,12511950,H090
30667,21850465W1459,H095
30668,12441205,H125
30670,13560810,H110
30670,13560810,H120
30670,13560810,H121
30670,13560810,H165
30670,13560810,H180
30670,13560810,H185
30670,13560810,H205
30670,13560810,H300
30670,13560810,H317
30671,13570685,H401
30672,13570685,H317
30672,13570685,H401
30673,13620825,H095
30674,13680410,H295
30675,12580710,H035
30675,12580710,H262
30676,13551185,H090
30676,13551185,H095
30677,13551195,H120
30678,12581510,H075
30678,12581510,H091
30678,12581510,H165
30679,11331010,H085
30680,22980040,H085
30681,22980050,H040
30682,23020930,H035
30683,23020270,H262
30684,21950060,H309
30685,21950065,H085
30686,21930500,H050
30687,12410200,H09030689,12420360,H090
30690,13660100,H160
30690,13660100,H205
30690,13660100,H245
30691,12750465,H085
30692,13551155,H095
30692,13551155,H105
30693,13551160,H095
30693,13551160,H125
30694,13551395,H035
30694,13551395,H300
30695,13551170,H095
30695,13551170,H115
30695,13551170,H120
30696,13551390,H200
30696,13551390,H309
30697,13551400,H095
30697,13551400,H110
30697,13551400,H115
30697,13551400,H120
30698,13581395,H015
30698,13581395,H085
30699,13550390,H095
30700,22910015,H085
30701,22070415,H085
30702,12512060,H085
30703,22070399,H085
30704,13551055,H095
30705,22080470,H085
30706,22020775,H085
30707,22110890,H085
30708,22110290,H085
30708,22110290,H125
30709,13610530,H085
30709,13610530,H095
30710,12512120,H105
30710,12512120,H180
30710,12512120,H187
30710,12512120,H205
30710,12512120,H275
30711,13570785,H085
30712,13411185,H120
30712,13411185,H180
30712,13411185,H260
30713,13550505,H085
30714,13581390,H015
30715,13581385,H015
30716,13581385,H309
30717,12651265,H095
30718,12651265,H045
30718,12651265,H308
30719,12651060,H085
30720,12680245,H015
30721,21931930,H085
30722,21911950,H085
30722,21911950,H309
30724,22070140,H085
30724,22070140,H125
30725,13440145,H095
30725,13440145,H095
30725,13440145,H120
30725,13440145,H309
30726,12711035,H035
30726,12711035,H050
30727,12720567,H035
30728,12440355,H085
30729,12440550,H085
30730,12440555,H085
30731,12440310,H085
30732,12430430,H085
30733,12440560,H085
30734,12440115,H085
30735,12410310,H035
30736,12420270,H085
30736,12420270,H125
30737,12420115,H085
30738,12420235,H085
30739,21970640,H085
30740,21980440,H085
30741,21970750,H085
30742,21980200,H085
30743,12410700,H085
30744,12410705,H085
30745,12410410,H085
30746,21911175,H085
30747,21980570,H085
30748,13560120,H095
30749,13440400,H085
